#  Weerstation =De Bilt,,,,,,,,,,,,,,,,
#  Breedtegraad=  52.10; Lengtegraad=   5.18; Tijdzone=   1; Hoogte=   0. m,,,,,,,,,,,,,,,,
#  Y,M,D,H,GG,GD,GB,GN,T,RV,H,PS,U,D,N,R,h
#  -,-,-,-,W/m2,W/m2,W/m2,W/m2,C,%,g/kg,Pa,m/s,grd,-,mm,kJ/kg
#  ,,,,,,,,"x 0,1",,"x 0,1",,"x 0,1",,"x 0,1","x 0,1",
Y,M,D,H,GG,GD,GB,GN,T,RV,H,PS,U,D,N,R,h
2002,4,15,18,123,114,9,29,91,90,65,1040,50,270,9,0,25.46
2002,4,15,19,38,36,2,11,88,92,65,1042,40,315,9,1,25.15
2002,4,15,20,5,5,0,3,86,91,63,1017,30,270,9,3,24.45
2002,4,15,21,0,0,0,0,83,93,63,1018,20,315,9,6,24.14
2002,4,15,22,0,0,0,0,81,94,63,1015,30,315,9,10,23.94
2002,4,15,23,0,0,0,0,79,96,63,1023,20,270,9,6,23.74
2002,4,15,24,0,0,0,0,78,95,62,1005,30,315,9,5,23.38
2002,4,16,1,0,0,0,0,75,96,62,995,20,315,9,7,23.08
2002,4,16,2,0,0,0,0,75,97,62,1006,20,315,9,6,23.08
2002,4,16,3,0,0,0,0,74,97,62,999,20,360,9,8,22.98
2002,4,16,4,0,0,0,0,73,97,62,992,20,360,9,7,22.88
2002,4,16,5,0,0,0,0,69,97,60,965,10,270,9,4,21.97
2002,4,16,6,6,6,0,3,66,97,59,946,10,270,9,3,21.41
2002,4,16,7,44,41,3,28,76,97,63,1013,30,315,9,3,23.43
2002,4,16,8,80,76,4,16,77,97,63,1020,30,270,9,5,23.53
2002,4,16,9,68,66,2,5,77,97,63,1020,30,270,9,3,23.53
2002,4,16,10,97,94,3,6,85,97,67,1077,30,270,9,3,25.35
2002,4,16,11,165,157,8,12,88,96,67,1087,30,270,9,2,25.66
2002,4,16,12,214,202,12,16,93,94,68,1101,40,270,9,0,26.42
2002,4,16,13,141,136,5,7,94,93,68,1097,30,360,9,0,26.52
2002,4,16,14,122,118,4,5,95,89,66,1057,30,360,9,0,26.12
2002,4,16,15,117,113,4,6,94,89,65,1050,30,23,9,0,25.77
2002,4,16,16,148,141,7,12,98,83,62,1006,40,23,9,0,25.42
2002,4,16,17,77,75,2,5,98,83,62,1006,30,360,9,0,25.42
2002,4,16,18,39,38,1,3,91,86,62,994,30,360,9,0,24.71
2002,4,16,19,9,9,0,1,87,89,62,1001,20,360,9,0,24.30
2002,4,16,20,0,0,0,0,84,92,63,1014,10,270,9,1,24.25
2002,4,16,21,0,0,0,0,82,93,63,1011,20,360,9,1,24.04
2002,4,16,22,0,0,0,0,80,95,63,1019,20,360,9,0,23.84
2002,4,16,23,0,0,0,0,79,95,63,1012,10,270,9,1,23.74
2002,4,16,24,0,0,0,0,77,96,63,1009,10,270,9,2,23.53
2002,4,17,1,0,0,0,0,77,97,63,1020,10,270,9,0,23.53
2002,4,17,2,0,0,0,0,78,96,63,1016,10,270,9,0,23.63
2002,4,17,3,0,0,0,0,77,97,63,1020,10,270,9,8,23.53
2002,4,17,4,0,0,0,0,76,97,63,1013,20,293,9,16,23.43
2002,4,17,5,0,0,0,0,75,97,62,1006,10,270,9,2,23.08
2002,4,17,6,1,1,0,3,74,97,62,999,10,270,9,0,22.98
2002,4,17,7,11,11,0,2,77,97,63,1020,10,270,9,0,23.53
2002,4,17,8,45,44,1,5,81,97,65,1048,10,270,9,0,24.44
2002,4,17,9,88,85,3,8,85,97,67,1077,10,270,9,0,25.35
2002,4,17,10,139,133,6,12,92,96,69,1117,10,270,9,0,26.57
2002,4,17,11,134,129,5,8,90,94,67,1079,20,293,9,0,25.86
2002,4,17,12,97,95,2,3,92,92,66,1071,20,270,9,0,25.81
2002,4,17,13,130,126,4,6,98,90,68,1090,10,270,9,0,26.93
2002,4,17,14,263,246,17,24,106,83,66,1061,10,270,9,1,27.24
2002,4,17,15,123,119,4,6,96,86,64,1028,10,270,9,0,25.72
2002,4,17,16,171,162,9,16,100,89,68,1093,10,270,9,0,27.13
2002,4,17,17,299,203,96,207,113,84,70,1125,10,270,6,0,28.96
2002,4,17,18,189,142,47,146,105,78,61,990,10,270,7,0,25.88
2002,4,17,19,79,71,8,48,98,83,62,1006,10,270,9,0,25.42
2002,4,17,20,12,12,0,5,77,88,57,925,20,90,9,0,22.03
2002,4,17,21,0,0,0,0,68,93,57,919,10,113,9,0,21.11
2002,4,17,22,0,0,0,0,60,94,54,879,10,113,9,0,19.55
2002,4,17,23,0,0,0,0,42,95,48,784,20,135,9,0,16.22
2002,4,17,24,0,0,0,0,52,95,52,840,10,135,9,0,18.24
2002,4,18,1,0,0,0,0,32,96,46,738,10,135,8,0,14.71
2002,4,18,2,0,0,0,0,29,97,45,730,20,113,8,0,14.15
2002,4,18,3,0,0,0,0,30,97,45,735,20,113,8,0,14.25
2002,4,18,4,0,0,0,0,35,97,47,762,20,113,8,0,15.26
2002,4,18,5,0,0,0,0,34,96,46,749,20,135,8,0,14.91
2002,4,18,6,7,7,0,8,41,97,49,795,10,270,8,0,16.37
2002,4,18,7,50,46,4,30,51,98,53,861,10,135,9,0,18.38
2002,4,18,8,108,100,8,27,70,97,60,972,20,158,9,0,22.07
2002,4,18,9,188,173,15,35,93,95,69,1113,10,270,9,0,26.67
2002,4,18,10,191,179,12,22,110,91,74,1195,30,203,9,0,29.66
2002,4,18,11,218,205,13,20,111,85,70,1123,10,270,9,0,28.75
2002,4,18,12,228,215,13,18,121,82,72,1158,20,180,9,0,30.28
2002,4,18,13,184,176,8,11,117,78,67,1073,30,203,9,0,28.61
2002,4,18,14,250,234,16,21,119,78,67,1087,50,270,9,0,28.81
2002,4,18,15,338,298,40,59,128,73,67,1079,40,270,9,0,29.73
2002,4,18,16,292,258,34,58,126,72,65,1051,40,293,9,0,29.02
2002,4,18,17,352,188,164,352,124,65,58,936,40,270,4,0,27.06
2002,4,18,18,216,140,76,234,119,66,57,920,30,293,6,0,26.30
2002,4,18,19,159,58,101,604,104,66,52,832,20,293,1,0,23.52
2002,4,18,20,19,19,0,20,81,78,52,843,20,293,8,0,21.18
2002,4,18,21,0,0,0,0,56,86,48,782,10,270,8,0,17.64
2002,4,18,22,0,0,0,0,41,91,46,745,0,360,8,0,15.62
2002,4,18,23,0,0,0,0,35,94,46,738,10,90,8,0,15.01
2002,4,18,24,0,0,0,0,25,94,43,688,10,180,8,0,13.25
2002,4,19,1,0,0,0,0,28,95,44,710,10,180,5,0,13.80
2002,4,19,2,0,0,0,0,15,96,40,654,10,158,5,0,11.48
2002,4,19,3,0,0,0,0,19,96,42,673,10,180,5,0,12.39
2002,4,19,4,0,0,0,0,9,96,39,626,10,158,5,0,10.63
2002,4,19,5,0,0,0,0,6,96,38,613,20,158,5,0,10.07
2002,4,19,6,9,9,0,15,7,97,39,624,10,270,5,0,10.42
2002,4,19,7,76,58,18,143,34,97,47,756,10,270,7,0,15.16
2002,4,19,8,218,114,104,365,79,97,64,1034,20,225,4,0,23.99
2002,4,19,9,370,147,223,514,105,93,73,1181,20,248,2,0,28.89
2002,4,19,10,479,191,288,513,112,75,62,998,20,225,2,0,26.85
2002,4,19,11,462,282,180,273,126,61,55,890,10,270,5,0,26.51
2002,4,19,12,222,210,12,17,117,64,55,880,20,270,9,0,25.59
2002,4,19,13,321,296,25,33,123,54,48,773,10,270,9,0,24.44
2002,4,19,14,559,296,263,357,120,64,56,898,40,315,4,0,26.15
2002,4,19,15,279,258,21,31,108,71,57,920,30,45,9,0,25.18
2002,4,19,16,411,252,159,268,120,68,59,954,40,270,6,0,26.91
2002,4,19,17,509,90,419,891,129,57,53,848,30,23,0,0,26.31
2002,4,19,18,285,107,178,546,122,57,50,810,30,23,1,0,24.85
2002,4,19,19,154,52,102,593,117,61,52,839,30,360,1,0,24.84
2002,4,19,20,16,15,1,44,85,74,51,821,20,360,5,0,21.34
2002,4,19,21,0,0,0,0,84,77,53,849,30,45,5,0,21.74
2002,4,19,22,0,0,0,0,63,84,50,802,20,45,5,0,18.85
2002,4,19,23,0,0,0,0,39,91,45,735,10,23,5,0,15.17
2002,4,19,24,0,0,0,0,29,92,43,692,10,360,5,0,13.65
2002,4,20,1,0,0,0,0,26,94,43,693,10,315,7,0,13.35
2002,4,20,2,0,0,0,0,10,94,38,618,10,315,7,0,10.48
2002,4,20,3,0,0,0,0,12,95,39,633,10,293,7,0,10.93
2002,4,20,4,0,0,0,0,23,96,43,692,0,360,7,0,13.04
2002,4,20,5,0,0,0,0,35,97,47,762,10,270,7,0,15.26
2002,4,20,6,6,6,0,13,44,97,50,812,10,270,7,0,16.92
2002,4,20,7,57,53,4,33,62,97,57,920,20,270,9,0,20.50
2002,4,20,8,208,122,86,297,89,95,67,1083,30,270,5,0,25.76
2002,4,20,9,379,145,234,535,107,86,69,1107,40,270,2,0,28.09
2002,4,20,10,450,215,235,415,118,71,61,983,40,360,3,0,27.20
2002,4,20,11,282,260,22,33,107,75,60,965,30,270,9,0,25.83
2002,4,20,12,265,247,18,24,111,75,61,991,30,270,9,0,26.49
2002,4,20,13,201,191,10,13,110,75,61,985,30,315,9,0,26.39
2002,4,20,14,214,203,11,15,112,72,59,958,30,270,9,0,26.09
2002,4,20,15,254,237,17,25,118,71,61,983,20,293,9,0,27.20
2002,4,20,16,322,265,57,96,122,62,55,881,20,360,8,0,26.10
2002,4,20,17,345,196,149,314,128,58,53,857,20,360,5,0,26.21
2002,4,20,18,230,141,89,269,119,60,52,836,30,45,6,0,25.04
2002,4,20,19,99,78,21,117,111,66,54,872,30,45,8,0,24.73
2002,4,20,20,19,18,1,53,94,73,53,861,20,45,7,0,22.75
2002,4,20,21,0,0,0,0,64,84,50,808,20,45,7,0,18.96
2002,4,20,22,0,0,0,0,47,91,48,778,10,45,7,0,16.73
2002,4,20,23,0,0,0,0,38,93,46,746,10,360,7,0,15.32
2002,4,20,24,0,0,0,0,29,94,44,708,0,360,7,0,13.90
2002,4,21,1,0,0,0,0,23,95,42,685,0,360,1,0,12.79
2002,4,21,2,0,0,0,0,18,96,41,668,0,360,1,0,12.04
2002,4,21,3,0,0,0,0,13,96,40,645,10,90,1,0,11.28
2002,4,21,4,0,0,0,0,7,96,38,617,10,90,1,0,10.18
2002,4,21,5,0,0,0,0,9,96,39,626,10,90,1,0,10.63
2002,4,21,6,15,15,0,14,10,97,39,637,10,135,1,0,10.73
2002,4,21,7,91,61,30,215,32,98,47,753,10,135,6,0,14.96
2002,4,21,8,184,131,53,179,62,97,57,920,10,270,7,0,20.50
2002,4,21,9,299,191,108,243,89,94,67,1072,20,158,6,0,25.76
2002,4,21,10,530,156,374,655,122,81,71,1151,20,158,0,0,30.13
2002,4,21,11,651,155,496,740,134,66,63,1015,20,180,0,0,29.34
2002,4,21,12,619,256,363,494,143,60,61,978,20,180,2,0,29.75
2002,4,21,13,777,138,639,841,149,57,60,966,20,203,0,0,30.11
2002,4,21,14,754,138,616,826,160,56,63,1018,20,158,0,0,31.98
2002,4,21,15,699,127,572,828,165,51,59,957,20,180,0,0,31.48
2002,4,21,16,583,137,446,745,167,52,61,989,20,158,0,0,32.19
2002,4,21,17,413,158,255,534,165,49,57,920,20,203,2,0,30.98
2002,4,21,18,191,149,42,125,164,52,60,970,20,180,8,0,31.63
2002,4,21,19,138,71,67,373,152,56,60,967,20,135,4,0,30.41
2002,4,21,20,16,14,2,71,109,68,55,887,10,113,1,0,24.78
2002,4,21,21,0,0,0,0,99,83,63,1012,20,68,1,0,25.77
2002,4,21,22,0,0,0,0,78,87,57,921,20,90,1,0,22.13
2002,4,21,23,0,0,0,0,74,90,57,927,10,360,1,0,21.72
2002,4,21,24,0,0,0,0,54,92,51,825,10,270,1,0,18.19
2002,4,22,1,0,0,0,0,46,94,49,798,10,68,5,0,16.88
2002,4,22,2,0,0,0,0,48,95,51,817,10,113,5,0,17.58
2002,4,22,3,0,0,0,0,55,96,54,867,10,113,5,0,19.04
2002,4,22,4,0,0,0,0,68,97,59,959,10,158,5,0,21.61
2002,4,22,5,0,0,0,0,72,96,60,975,10,158,5,0,22.27
2002,4,22,6,6,6,0,5,76,95,61,992,20,180,5,0,22.93
2002,4,22,7,62,57,5,34,97,92,69,1107,10,270,9,0,27.08
2002,4,22,8,219,124,95,315,123,79,70,1130,20,180,5,0,29.98
2002,4,22,9,296,195,101,226,141,72,72,1159,20,180,6,0,32.32
2002,4,22,10,303,255,48,84,154,63,68,1102,20,203,8,0,32.63
2002,4,22,11,416,299,117,173,168,55,65,1052,20,225,7,0,33.30
2002,4,22,12,640,243,397,536,181,52,67,1080,40,248,2,0,35.13
2002,4,22,13,670,246,424,555,186,48,64,1029,40,248,1,0,34.88
2002,4,22,14,717,184,533,711,204,44,65,1055,40,225,0,0,36.97
2002,4,22,15,606,225,381,550,198,43,62,993,50,248,1,0,35.60
2002,4,22,16,370,267,103,170,197,46,66,1056,50,225,7,0,36.51
2002,4,22,17,273,215,58,121,184,44,58,931,50,248,8,0,33.16
2002,4,22,18,112,105,7,20,176,49,61,986,40,225,9,0,33.11
2002,4,22,19,40,38,2,9,170,52,62,1008,40,248,9,0,32.75
2002,4,22,20,2,2,0,1,159,58,65,1048,20,248,5,0,32.39
2002,4,22,21,0,0,0,0,148,59,62,993,30,248,5,0,30.51
2002,4,22,22,0,0,0,0,141,61,61,982,30,225,5,0,29.55
2002,4,22,23,0,0,0,0,140,60,59,959,40,248,5,0,28.94
2002,4,22,24,0,0,0,0,137,66,64,1035,30,270,5,0,29.89
2002,4,23,1,0,0,0,0,126,76,69,1109,20,270,4,0,30.03
2002,4,23,2,0,0,0,0,121,82,72,1158,20,270,4,0,30.28
2002,4,23,3,0,0,0,0,121,86,75,1214,30,270,4,0,31.03
2002,4,23,4,0,0,0,0,113,88,73,1178,20,270,4,0,29.71
2002,4,23,5,0,0,0,0,109,90,73,1174,20,293,4,0,29.30
2002,4,23,6,7,7,0,1,105,90,71,1143,20,315,4,0,28.39
2002,4,23,7,58,54,4,28,109,90,73,1174,20,293,9,0,29.30
2002,4,23,8,172,136,36,117,126,86,78,1255,20,293,8,0,32.29
2002,4,23,9,337,183,154,340,142,78,79,1263,30,315,4,0,34.18
2002,4,23,10,440,231,209,361,154,75,82,1312,30,315,4,0,36.16
2002,4,23,11,601,212,389,573,162,69,79,1271,40,315,1,0,36.22
2002,4,23,12,614,266,348,468,165,63,73,1183,30,315,3,0,35.02
2002,4,23,13,594,301,293,382,174,64,79,1272,40,315,4,0,37.45
2002,4,23,14,675,228,447,593,175,60,75,1200,50,315,1,0,36.54
2002,4,23,15,597,235,362,519,175,62,77,1240,50,315,2,0,37.05
2002,4,23,16,443,250,193,319,172,64,78,1256,50,270,5,0,36.99
2002,4,23,17,302,215,87,180,161,65,74,1190,40,270,7,0,34.86
2002,4,23,18,236,146,90,262,159,63,71,1138,40,315,6,0,33.90
2002,4,23,19,106,84,22,119,148,66,69,1111,30,315,8,0,32.27
2002,4,23,20,21,20,1,26,129,74,68,1101,20,315,4,0,30.09
2002,4,23,21,0,0,0,0,112,83,69,1104,20,270,4,0,28.60
2002,4,23,22,0,0,0,0,107,86,69,1107,20,270,4,0,28.09
2002,4,23,23,0,0,0,0,102,90,70,1120,20,270,4,0,27.84
2002,4,23,24,0,0,0,0,91,92,66,1063,10,270,4,0,25.71
2002,4,24,1,0,0,0,0,113,92,77,1232,20,248,5,0,30.72
2002,4,24,2,0,0,0,0,107,92,74,1184,10,225,5,0,29.35
2002,4,24,3,0,0,0,0,98,93,70,1127,10,270,5,0,27.43
2002,4,24,4,0,0,0,0,117,92,79,1265,20,270,5,0,31.63
2002,4,24,5,0,0,0,0,115,91,77,1235,20,270,5,0,30.92
2002,4,24,6,7,7,0,1,115,92,78,1248,20,315,5,0,31.17
2002,4,24,7,58,54,4,26,121,92,81,1299,10,270,9,0,32.54
2002,4,24,8,148,134,14,44,128,91,84,1345,10,270,9,0,34.01
2002,4,24,9,283,202,81,177,147,84,87,1405,20,360,7,0,36.71
2002,4,24,10,416,244,172,294,166,78,92,1474,20,293,5,0,39.91
2002,4,24,11,603,214,389,569,184,71,94,1503,20,293,1,0,42.26
2002,4,24,12,631,257,374,500,193,64,89,1433,30,315,2,0,41.92
2002,4,24,13,548,324,224,290,196,64,91,1460,30,270,5,0,42.73
2002,4,24,14,469,335,134,177,197,67,96,1538,30,360,7,0,44.10
2002,4,24,15,547,271,276,393,201,65,95,1530,40,270,4,0,44.25
2002,4,24,16,528,200,328,537,199,63,91,1464,40,360,2,0,43.04
2002,4,24,17,410,170,240,490,195,60,85,1360,40,360,2,0,41.11
2002,4,24,18,206,154,52,150,180,64,82,1321,30,360,7,0,38.82
2002,4,24,19,108,85,23,118,167,68,80,1293,20,270,8,0,36.99
2002,4,24,20,19,16,3,85,146,74,76,1230,30,45,5,0,33.83
2002,4,24,21,0,0,0,0,137,78,76,1223,20,45,5,0,32.91
2002,4,24,22,0,0,0,0,129,81,75,1205,10,68,5,0,31.85
2002,4,24,23,0,0,0,0,107,87,70,1120,10,23,5,0,28.35
2002,4,24,24,0,0,0,0,96,92,68,1100,10,90,5,0,26.72
2002,4,25,1,0,0,0,0,94,93,68,1097,0,360,6,0,26.52
2002,4,25,2,0,0,0,0,83,95,65,1040,10,158,6,0,24.65
2002,4,25,3,0,0,0,0,82,96,65,1044,10,270,6,0,24.54
2002,4,25,4,0,0,0,0,86,96,67,1073,10,270,6,0,25.45
2002,4,25,5,0,0,0,0,69,96,59,955,10,248,6,0,21.72
2002,4,25,6,8,8,0,5,71,97,61,979,20,225,6,0,22.42
2002,4,25,7,42,40,2,13,88,97,68,1099,10,270,9,0,25.91
2002,4,25,8,93,88,5,16,98,97,73,1175,30,203,9,0,28.18
2002,4,25,9,126,120,6,14,99,97,74,1183,30,248,9,0,28.53
2002,4,25,10,122,117,5,8,102,97,75,1207,40,225,9,0,29.09
2002,4,25,11,161,154,7,10,114,97,81,1308,30,270,9,0,31.82
2002,4,25,12,356,325,31,42,134,94,90,1445,30,248,9,0,36.13
2002,4,25,13,632,283,349,449,155,80,88,1409,40,248,3,0,37.78
2002,4,25,14,598,291,307,404,169,71,85,1367,40,248,4,0,38.45
2002,4,25,15,525,285,240,340,155,73,80,1286,60,293,4,0,35.76
2002,4,25,16,536,197,339,553,143,73,74,1190,50,293,1,0,33.02
2002,4,25,17,351,206,145,295,136,77,75,1199,40,293,5,0,32.56
2002,4,25,18,132,123,9,26,125,77,69,1116,50,315,9,0,29.93
2002,4,25,19,116,87,29,148,117,80,68,1100,40,315,7,0,28.86
2002,4,25,20,46,43,3,65,102,83,64,1033,20,315,8,0,26.33
2002,4,25,21,0,0,0,0,83,89,60,975,10,270,6,0,23.39
2002,4,25,22,0,0,0,0,79,91,60,970,20,270,6,0,22.98
2002,4,25,23,0,0,0,0,72,93,59,945,20,270,6,0,22.02
2002,4,25,24,0,0,0,0,65,94,56,910,10,270,6,0,20.56
2002,4,26,1,0,0,0,0,52,95,52,840,10,270,9,0,18.24
2002,4,26,2,0,0,0,0,46,97,51,823,10,270,9,0,17.38
2002,4,26,3,0,0,0,0,61,97,57,913,20,225,9,0,20.40
2002,4,26,4,0,0,0,0,61,97,57,913,10,270,9,0,20.40
2002,4,26,5,0,0,0,0,56,97,55,882,20,158,9,0,19.39
2002,4,26,6,4,4,0,28,63,97,57,926,20,158,9,0,20.61
2002,4,26,7,29,28,1,6,65,98,59,949,20,158,9,0,21.31
2002,4,26,8,75,72,3,10,82,98,66,1066,30,158,9,0,24.79
2002,4,26,9,159,149,10,22,100,95,72,1167,40,180,9,0,28.13
2002,4,26,10,277,253,24,40,117,92,79,1265,60,180,9,0,31.63
2002,4,26,11,210,198,12,17,124,81,72,1166,60,203,9,0,30.58
2002,4,26,12,91,89,2,3,112,80,66,1064,70,225,9,14,27.85
2002,4,26,13,83,81,2,2,83,90,61,985,60,248,9,10,23.64
2002,4,26,14,143,138,5,6,86,91,63,1017,80,225,9,1,24.45
2002,4,26,15,213,201,12,17,96,88,65,1052,70,225,9,0,25.97
2002,4,26,16,116,112,4,7,93,89,65,1043,60,203,9,4,25.66
2002,4,26,17,55,54,1,2,81,92,62,994,70,203,9,7,23.69
2002,4,26,18,31,30,1,1,78,93,61,984,60,180,9,14,23.13
2002,4,26,19,7,7,0,0,81,95,64,1026,40,180,9,10,24.19
2002,4,26,20,0,0,0,0,94,95,70,1121,40,203,9,32,27.02
2002,4,26,21,0,0,0,0,79,95,63,1012,70,293,9,16,23.74
2002,4,26,22,0,0,0,0,71,94,59,948,50,293,9,8,21.92
2002,4,26,23,0,0,0,0,74,93,59,958,40,293,9,6,22.23
2002,4,26,24,0,0,0,0,78,87,57,921,50,270,9,0,22.13
2002,4,27,1,0,0,0,0,83,79,54,865,50,270,8,0,21.89
2002,4,27,2,0,0,0,0,84,78,53,860,70,270,8,0,21.74
2002,4,27,3,0,0,0,0,83,80,54,876,50,270,8,0,21.89
2002,4,27,4,0,0,0,0,77,80,52,841,40,270,8,0,20.78
2002,4,27,5,0,0,0,0,76,81,52,846,50,270,8,0,20.67
2002,4,27,6,16,16,0,13,72,82,52,833,50,270,8,0,20.27
2002,4,27,7,114,73,41,243,83,78,53,854,50,270,6,0,21.64
2002,4,27,8,224,138,86,266,89,72,51,821,80,270,6,0,21.74
2002,4,27,9,361,184,177,376,90,69,49,792,70,270,4,0,21.34
2002,4,27,10,385,261,124,209,98,62,46,751,70,270,6,1,21.40
2002,4,27,11,456,302,154,222,104,66,52,832,60,270,6,0,23.52
2002,4,27,12,468,335,133,175,111,60,49,793,70,270,7,0,23.48
2002,4,27,13,362,331,31,39,110,63,51,827,50,270,9,0,23.88
2002,4,27,14,295,274,21,27,96,67,50,801,50,248,9,0,22.21
2002,4,27,15,367,314,53,75,108,61,49,790,70,270,8,0,23.17
2002,4,27,16,335,275,60,97,109,59,48,769,80,270,8,0,23.02
2002,4,27,17,221,203,18,36,101,63,48,779,60,248,9,0,22.21
2002,4,27,18,155,143,12,35,106,66,52,844,60,270,9,0,23.72
2002,4,27,19,48,46,2,10,91,73,52,844,40,248,9,0,22.20
2002,4,27,20,7,7,0,4,83,81,55,887,30,225,8,0,22.14
2002,4,27,21,0,0,0,0,83,85,58,931,30,180,8,0,22.89
2002,4,27,22,0,0,0,0,87,88,61,990,30,180,8,0,24.05
2002,4,27,23,0,0,0,0,91,87,62,1006,50,203,8,0,24.71
2002,4,27,24,0,0,0,0,91,82,59,948,40,203,8,0,23.95
2002,4,28,1,0,0,0,0,89,83,59,947,40,203,9,0,23.75
2002,4,28,2,0,0,0,0,90,84,60,964,60,203,9,0,24.10
2002,4,28,3,0,0,0,0,83,87,59,953,50,203,9,1,23.14
2002,4,28,4,0,0,0,0,77,90,59,946,40,180,9,1,22.53
2002,4,28,5,0,0,0,0,77,91,59,957,50,180,9,1,22.53
2002,4,28,6,2,2,0,2,78,92,60,974,70,180,9,4,22.88
2002,4,28,7,14,14,0,1,79,93,61,991,60,180,9,15,23.24
2002,4,28,8,31,30,1,2,78,92,60,974,50,180,9,16,22.88
2002,4,28,9,40,39,1,1,80,93,62,998,60,180,9,11,23.59
2002,4,28,10,76,74,2,3,82,94,63,1022,60,180,9,2,24.04
2002,4,28,11,119,115,4,5,92,94,68,1094,60,203,9,0,26.31
2002,4,28,12,252,237,15,20,121,92,81,1299,80,203,9,0,32.54
2002,4,28,13,281,262,19,24,123,85,76,1216,80,203,9,4,31.49
2002,4,28,14,230,217,13,16,123,86,76,1230,70,203,9,2,31.49
2002,4,28,15,228,215,13,19,121,84,74,1186,90,225,9,3,30.78
2002,4,28,16,166,158,8,13,134,84,80,1291,70,225,9,0,33.61
2002,4,28,17,200,185,15,29,133,73,69,1115,70,225,9,0,30.74
2002,4,28,18,175,157,18,50,137,71,69,1113,70,225,9,0,31.15
2002,4,28,19,105,91,14,68,131,70,65,1055,70,270,8,0,29.53
2002,4,28,20,28,23,5,91,118,71,61,983,60,225,9,0,27.20
2002,4,28,21,0,0,0,0,113,71,59,951,70,203,9,0,26.19
2002,4,28,22,0,0,0,0,114,69,58,930,80,225,9,0,26.04
2002,4,28,23,0,0,0,0,107,72,57,926,80,225,9,6,25.08
2002,4,28,24,0,0,0,0,74,85,54,875,60,270,9,15,20.97
2002,4,29,1,0,0,0,0,73,89,56,910,60,225,8,0,21.37
2002,4,29,2,0,0,0,0,77,82,53,862,80,225,8,0,21.03
2002,4,29,3,0,0,0,0,75,81,52,840,70,225,8,3,20.57
2002,4,29,4,0,0,0,0,58,85,49,784,40,248,8,0,18.10
2002,4,29,5,1,1,0,4,67,82,50,805,70,225,8,0,19.26
2002,4,29,6,24,23,1,34,65,84,50,813,60,225,8,0,19.06
2002,4,29,7,125,75,50,279,78,80,52,847,70,203,5,0,20.88
2002,4,29,8,268,123,145,435,87,76,53,855,80,203,3,0,22.04
2002,4,29,9,389,174,215,449,102,69,53,859,10,203,3,6,23.57
2002,4,29,10,176,167,9,16,81,79,53,853,10,203,9,10,21.43
2002,4,29,11,88,86,2,3,76,87,56,908,10,203,9,2,21.68
2002,4,29,12,237,223,14,18,80,88,59,944,60,203,9,0,22.84
2002,4,29,13,533,339,194,245,114,68,57,917,80,270,6,0,25.79
2002,4,29,14,482,341,141,182,123,60,53,858,90,248,7,0,25.70
2002,4,29,15,276,256,20,27,118,62,53,858,90,248,9,0,25.19
2002,4,29,16,122,118,4,7,120,69,60,968,90,248,9,0,27.16
2002,4,29,17,224,206,18,36,121,71,62,1002,10,248,9,0,27.76
2002,4,29,18,152,140,12,32,120,68,59,954,80,270,9,0,26.91
2002,4,29,19,39,38,1,6,113,71,59,951,60,248,9,0,26.19
2002,4,29,20,46,38,8,133,105,73,57,927,60,248,7,0,24.88
2002,4,29,21,0,0,0,0,109,74,60,965,70,248,8,0,26.04
2002,4,29,22,0,0,0,0,95,74,54,879,60,248,8,0,23.11
2002,4,29,23,0,0,0,0,97,68,51,818,70,248,8,0,22.56
2002,4,29,24,0,0,0,0,99,64,48,781,50,248,8,0,22.01
2002,4,30,1,0,0,0,0,83,78,53,854,50,225,9,0,21.64
2002,4,30,2,0,0,0,0,86,85,59,950,60,225,9,0,23.45
2002,4,30,3,0,0,0,0,88,83,58,940,50,225,9,0,23.40
2002,4,30,4,0,0,0,0,80,87,58,933,50,225,9,2,22.59
2002,4,30,5,0,0,0,0,81,90,60,972,50,225,9,6,23.19
2002,4,30,6,5,5,0,5,79,92,61,980,60,225,9,3,23.24
2002,4,30,7,47,45,2,12,82,92,62,1001,50,203,9,0,23.79
2002,4,30,8,132,122,10,28,91,91,65,1052,50,203,9,0,25.46
2002,4,30,9,150,141,9,18,94,86,63,1014,70,203,9,0,25.26
2002,4,30,10,200,188,12,20,103,80,62,1002,60,203,9,1,25.93
2002,4,30,11,174,166,8,11,99,84,64,1025,70,180,9,0,26.02
2002,4,30,12,121,117,4,5,108,79,63,1023,70,180,9,0,26.69
2002,4,30,13,88,86,2,2,114,76,64,1025,70,203,9,0,27.55
2002,4,30,14,101,99,2,3,117,75,64,1031,58,180,9,0,27.86
2002,4,30,15,149,143,6,8,121,73,64,1031,85,180,9,0,28.26
2002,4,30,16,204,192,12,19,125,71,64,1029,63,180,9,0,28.67
2002,4,30,17,148,140,8,16,116,71,60,970,51,180,9,0,26.75
2002,4,30,18,56,54,2,4,116,72,61,984,39,180,9,0,27.00
2002,4,30,19,54,51,3,12,114,75,63,1011,26,158,9,0,27.30
2002,4,30,20,14,13,1,10,119,72,62,1003,34,180,9,0,27.56
2002,4,30,21,0,0,0,0,113,72,60,964,22,158,9,0,26.44
2002,4,30,22,0,0,0,0,111,73,60,965,19,158,9,7,26.24
